"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.989","sim990","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CHILES JORDAN","JONES SHILESE","173.8775","1","3"
"data.990","sim991","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","172.18975","1","3"
"data.991","sim992","BILES SIMONE","JONG KATELYN","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","173.28875","1","3"
"data.992","sim993","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","MATTHEWS NOLA","173.2495","1","3"
"data.993","sim994","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","173.68125","1","3"
"data.994","sim995","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","172.89625","1","3"
"data.995","sim996","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","JONES SHILESE","171.48325","1","3"
"data.996","sim997","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","MILLER ZOE","WONG LEANNE","174.6625","1","3"
"data.997","sim998","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CHILES JORDAN","174.1915","1","3"
"data.998","sim999","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","MUELLER ELLE","171.40475","1","3"
"data.999","sim1000","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","173.799","1","3"
