"","Simulation","Member11","Member12","Member13","Member14","Member15","Member16","Member17","Member18","Member19","Member110","Member111","Member112","Member113","Member114","Member115","Member116","Member117","Member118","Member119","Member120","Member121","Member21","Member22","Member23","Member24","Member25","Member26","Member27","Member28","Member29","Member210","Member211","Member212","Member213","Member214","Member215","Member216","Member217","Member218","Member219","Member220","Member221","Member31","Member32","Member33","Member34","Member35","Member36","Member37","Member38","Member39","Member310","Member311","Member312","Member313","Member314","Member315","Member316","Member317","Member318","Member319","Member320","Member321","Member41","Member42","Member43","Member44","Member45","Member46","Member47","Member48","Member49","Member410","Member411","Member412","Member413","Member414","Member415","Member416","Member417","Member418","Member419","Member420","Member421","Member51","Member52","Member53","Member54","Member55","Member56","Member57","Member58","Member59","Member510","Member511","Member512","Member513","Member514","Member515","Member516","Member517","Member518","Member519","Member520","Member521","Score1","Score2","Score3","Score4","Score5","Score6","Score7","Score8","Score9","Score10","Score11","Score12","Score13","Score14","Score15","Score16","Score17","Score18","Score19","Score20","Score21"
"data.80","sim831","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","MALONE BRODY","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","MALONE BRODY","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","MALONE BRODY","HONG ASHER","JUDA PAUL","HONG ASHER","MALONE BRODY","JUDA PAUL","MALONE BRODY","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","WALKER COLT","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","WALKER COLT","WALKER COLT","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","WALKER COLT","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","WALKER COLT","WALKER COLT","WALKER COLT","MALONE BRODY","MALONE BRODY","MALONE BRODY","WALKER COLT","JUDA PAUL","WALKER COLT","JUDA PAUL","WALKER COLT","MALONE BRODY","WALKER COLT","SUN BLAKE","SUN BLAKE","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","WALKER COLT","SUN BLAKE","WALKER COLT","SUN BLAKE","MALONE BRODY","MALONE BRODY","WALKER COLT","WALKER COLT","WALKER COLT","MALONE BRODY","MALONE BRODY","MALONE BRODY","WALKER COLT","WALKER COLT","MALONE BRODY","YOUNG KHOI","WALKER COLT","WALKER COLT"
"data.81","sim832","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","MALONE BRODY","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","MALONE BRODY","HONG ASHER","MALONE BRODY","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","MALONE BRODY","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","MALONE BRODY","MALONE BRODY","HONG ASHER","HONG ASHER","WALKER COLT","WALKER COLT","WALKER COLT","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","MALONE BRODY","MALONE BRODY","JUDA PAUL","HONG ASHER","WALKER COLT","MALONE BRODY","SUN BLAKE","WALKER COLT"
"data.82","sim833","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN"
"data.83","sim834","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","WALKER COLT","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","WALKER COLT","MALONE BRODY","WALKER COLT","JUDA PAUL","JUDA PAUL","JUDA PAUL","WALKER COLT","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","WALKER COLT","MALONE BRODY","WALKER COLT","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","WALKER COLT","JUDA PAUL","MALONE BRODY","WALKER COLT","JUDA PAUL","WALKER COLT","MALONE BRODY","YOUNG KHOI","MALONE BRODY","JUDA PAUL","WALKER COLT","YOUNG KHOI","WALKER COLT","WALKER COLT","YOUNG KHOI","JUDA PAUL","JUDA PAUL","JUDA PAUL","WALKER COLT","MALONE BRODY","MALONE BRODY","JUDA PAUL","WALKER COLT","JUDA PAUL","MALONE BRODY","YOUNG KHOI","YOUNG KHOI","MALONE BRODY","WALKER COLT","PHILLIPS CURRAN"
"data.84","sim835","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","HONG ASHER","MALONE BRODY","HONG ASHER","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","HONG ASHER","WHITTENBURG DONNELL","WHITTENBURG DONNELL","HONG ASHER","WHITTENBURG DONNELL","YOUNG KHOI","HONG ASHER","HONG ASHER","HONG ASHER","YOUNG KHOI","HONG ASHER","YOUNG KHOI","YOUNG KHOI","HONG ASHER","PHILLIPS CURRAN","YOUNG KHOI","YOUNG KHOI","PHILLIPS CURRAN","YOUNG KHOI","HONG ASHER","PHILLIPS CURRAN","PHILLIPS CURRAN","YOUNG KHOI","HONG ASHER","PHILLIPS CURRAN","HONG ASHER","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","PHILLIPS CURRAN","YOUNG KHOI","WALKER COLT","WALKER COLT","WALKER COLT","WALKER COLT","WALKER COLT","WALKER COLT","WALKER COLT","WALKER COLT","PHILLIPS CURRAN","YOUNG KHOI","WALKER COLT","PHILLIPS CURRAN","WALKER COLT","WALKER COLT","WALKER COLT","PHILLIPS CURRAN","WALKER COLT","PHILLIPS CURRAN","WALKER COLT","WALKER COLT","PHILLIPS CURRAN","257.83325","257.67625","257.5585","257.4015","257.2445","257.20525","257.12675","257.04825","256.7735","256.65575","256.6165","256.42025","256.34175","256.224","255.753","255.753","255.71375","255.32125","255.08575","254.654","254.06525"
"data.85","sim836","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","MALONE BRODY","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","MALONE BRODY","HONG ASHER","HONG ASHER","MALONE BRODY","MALONE BRODY","MALONE BRODY","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","MALONE BRODY","HONG ASHER","HONG ASHER","JUDA PAUL","MALONE BRODY","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","MALONE BRODY","HONG ASHER","HONG ASHER","MALONE BRODY","HONG ASHER","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","WALKER COLT","HONG ASHER","HONG ASHER","WALKER COLT","WALKER COLT","JUDA PAUL","MALONE BRODY","HONG ASHER","JUDA PAUL","HONG ASHER","MALONE BRODY","MALONE BRODY","HONG ASHER","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","HONG ASHER","HONG ASHER","WALKER COLT","WALKER COLT"
"data.86","sim837","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","HONG ASHER","PHILLIPS CURRAN","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","PHILLIPS CURRAN","PHILLIPS CURRAN","MALONE BRODY","HONG ASHER","MALONE BRODY","PHILLIPS CURRAN","PHILLIPS CURRAN","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","HONG ASHER","YOUNG KHOI","PHILLIPS CURRAN","HONG ASHER","PHILLIPS CURRAN","MALONE BRODY","HONG ASHER","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","HONG ASHER","HONG ASHER","HONG ASHER","YOUNG KHOI","PHILLIPS CURRAN","YOUNG KHOI","YOUNG KHOI","PHILLIPS CURRAN","HONG ASHER","HONG ASHER","PHILLIPS CURRAN","PHILLIPS CURRAN","HONG ASHER","HONG ASHER","PHILLIPS CURRAN","HONG ASHER","PHILLIPS CURRAN","PHILLIPS CURRAN","HONG ASHER","HONG ASHER","HONG ASHER","PHILLIPS CURRAN","PHILLIPS CURRAN","YOUNG KHOI"
"data.87","sim838","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","WALKER COLT","HONG ASHER","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN"
"data.88","sim839","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","HONG ASHER","HONG ASHER","JUDA PAUL","HONG ASHER","JUDA PAUL","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","YOUNG KHOI","JUDA PAUL","PHILLIPS CURRAN","YOUNG KHOI","PHILLIPS CURRAN","PHILLIPS CURRAN","WALKER COLT","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","PHILLIPS CURRAN","YOUNG KHOI","YOUNG KHOI","YOUNG KHOI","YOUNG KHOI","YOUNG KHOI","WALKER COLT","YOUNG KHOI","WALKER COLT","WALKER COLT","YOUNG KHOI","WALKER COLT","YOUNG KHOI","YOUNG KHOI","WALKER COLT","WALKER COLT","WALKER COLT","MALONE BRODY","YOUNG KHOI","MALONE BRODY","YOUNG KHOI","YOUNG KHOI","WALKER COLT","MALONE BRODY","WALKER COLT","WALKER COLT","WALKER COLT","MALONE BRODY","WALKER COLT","MALONE BRODY","MALONE BRODY","WALKER COLT","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WALKER COLT","WHITTENBURG DONNELL","MALONE BRODY","WHITTENBURG DONNELL","MALONE BRODY","WHITTENBURG DONNELL","WHITTENBURG DONNELL","MALONE BRODY","WHITTENBURG DONNELL","WHITTENBURG DONNELL","MALONE BRODY","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","257.59775","257.36225","256.7735","256.57725","256.57725","256.34175","256.18475","256.18475","255.91","255.8315","255.71375","255.6745","255.63525","255.47825","255.47825","255.24275","255.2035","254.69325","254.5755","254.4185","253.9475"
"data.89","sim840","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","HONG ASHER","JUDA PAUL","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","WALKER COLT","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","HONG ASHER","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","PHILLIPS CURRAN","MALONE BRODY","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","JUDA PAUL","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","PHILLIPS CURRAN","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","PHILLIPS CURRAN"
"data.90","sim841","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","JUDA PAUL","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","MALONE BRODY","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","JUDA PAUL","MALONE BRODY","MALONE BRODY","MALONE BRODY","HONG ASHER","MALONE BRODY","MALONE BRODY","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","JUDA PAUL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","JUDA PAUL","WHITTENBURG DONNELL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","JUDA PAUL","MALONE BRODY","MALONE BRODY","WALKER COLT","MALONE BRODY","HONG ASHER","WHITTENBURG DONNELL","MALONE BRODY","JUDA PAUL","JUDA PAUL","HONG ASHER","WHITTENBURG DONNELL","JUDA PAUL","WHITTENBURG DONNELL","JUDA PAUL","JUDA PAUL"
